epoch,train_loss,val_loss,train_f1,val_f1,train_auc,val_auc
1,0.053236768320837194,0.039291263100501635,0.4571741727381306,0.5822163835881516,0.9701786378524923,0.9891489911776471
2,0.0351957534559892,0.03942502352411509,0.6340312285767438,0.5829307990563418,0.9901597136927655,0.9897995724434819
3,0.02716844702144267,0.04435007595909246,0.725576926638232,0.6225079456360059,0.994134516361283,0.9889473337412028
